Rank,Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,BB%,K%,ISO,BABIP,AVG,OBP,SLG,OPS,wOBA,wRC+,ADP
1293,Yadimir Fuentes,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.045,0.32,0.047,0.179,0.127,0.176,0.174,0.35,0.16,-4,999.0
1294,Hedbert Perez,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.316,0.115,0.243,0.182,0.227,0.297,0.525,0.23,44,999.0
1295,Heribert Silva,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.045,0.321,0.065,0.214,0.154,0.2,0.219,0.419,0.188,17,999.0
1296,Joaquin Arias Jr.,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.32299999999999995,0.056,0.21,0.149,0.196,0.205,0.4,0.182,12,999.0
1297,Anthuan Valencia,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.285,0.05,0.215,0.158,0.205,0.208,0.413,0.188,10,999.0
1298,Noelberth Romero,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.251,0.088,0.257,0.201,0.245,0.289,0.534,0.237,53,999.0
1299,Jared McKenzie,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.045,0.292,0.085,0.267,0.197,0.241,0.283,0.524,0.233,47,999.0
1300,Nathaniel Ochoa Leyva,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.358,0.054,0.241,0.157,0.204,0.211,0.415,0.187,16,999.0
1301,Dakota Harris,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.044000000000000004,0.221,0.104,0.284,0.231,0.273,0.335,0.608,0.267,71,999.0
1302,Harold Ramírez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.045,0.2,0.111,0.322,0.268,0.309,0.379,0.688,0.301,94,999.0
1303,Juan Mora,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.044000000000000004,0.22699999999999998,0.079,0.245,0.198,0.242,0.276,0.518,0.231,48,999.0
1304,Andy Garriola,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.305,0.118,0.243,0.186,0.231,0.305,0.536,0.235,51,999.0
1305,Anderson Suriel,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.045,0.331,0.087,0.25,0.177,0.222,0.263,0.486,0.216,38,999.0
1306,Ariel Castro,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.41100000000000003,0.067,0.21,0.132,0.18,0.199,0.379,0.172,6,999.0
1307,Chandler Seagle,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.34700000000000003,0.091,0.267,0.181,0.227,0.272,0.499,0.222,38,999.0
1308,Jairo Pomares,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.267,0.152,0.289,0.231,0.273,0.383,0.656,0.284,83,999.0
1309,José Azocar,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.222,0.11,0.295,0.24,0.282,0.35,0.632,0.276,79,999.0
1310,Christian Arroyo,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.22399999999999998,0.11,0.275,0.224,0.267,0.334,0.601,0.263,66,999.0
1311,James Tibbs III,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.317,0.093,0.253,0.183,0.229,0.276,0.505,0.224,42,999.0
1312,Carlos Rodriguez,SDP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.359,0.045,0.193,0.127,0.176,0.172,0.348,0.161,2,999.0
1313,Rafael Flores,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.044000000000000004,0.308,0.039,0.212,0.148,0.196,0.187,0.383,0.176,9,999.0
1314,Anthony Huezo,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.429,0.062,0.2,0.122,0.171,0.184,0.355,0.162,0,999.0
1315,Railin Tejada,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.374,0.055,0.214,0.139,0.187,0.194,0.381,0.173,7,999.0
1316,Jhoan Peguero,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.34299999999999997,0.055,0.218,0.148,0.195,0.203,0.399,0.181,6,999.0
1317,Cristopfer Gonzalez,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.34,0.057,0.205,0.142,0.19,0.199,0.388,0.177,10,999.0
1318,Richard Urena,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.225,0.117,0.291,0.236,0.278,0.354,0.632,0.276,77,999.0
1319,Yolbert Sanchez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.179,0.068,0.296,0.247,0.289,0.315,0.604,0.268,71,999.0
1320,Jae-Gyun Hwang,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.051,0.23800000000000002,0.097,0.295,0.234,0.276,0.331,0.607,0.267,70,999.0
1321,Jesus Valdez,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.049,0.289,0.128,0.291,0.222,0.264,0.35,0.614,0.268,69,999.0
1322,Dee Strange-Gordon,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.18100000000000002,0.093,0.28,0.237,0.279,0.331,0.61,0.268,71,999.0
1323,Maikel Franco,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.218,0.131,0.264,0.224,0.266,0.354,0.621,0.271,73,999.0
1324,Gregory Barrios,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.161,0.059,0.256,0.217,0.261,0.276,0.537,0.24,56,999.0
1325,Manuel Pena,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.049,0.242,0.073,0.285,0.219,0.262,0.292,0.555,0.246,53,999.0
1326,Carlos Amaya,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.268,0.076,0.235,0.18,0.226,0.256,0.481,0.215,35,999.0
1327,Joshwan Wright,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.19399999999999998,0.065,0.255,0.209,0.253,0.275,0.528,0.236,49,999.0
1328,Mateo Gil,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0.267,0.113,0.264,0.205,0.249,0.318,0.567,0.249,58,999.0
1329,Lazaro Benitez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.251,0.09,0.253,0.199,0.244,0.289,0.532,0.236,49,999.0
1330,Robby Martin Jr.,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.049,0.242,0.103,0.273,0.219,0.262,0.322,0.584,0.256,49,999.0
1331,Marco Soto,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.271,0.056,0.243,0.18,0.226,0.236,0.462,0.208,30,999.0
1332,Jeremy Almonte,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.044000000000000004,0.263,0.054,0.211,0.161,0.208,0.215,0.423,0.192,16,999.0
1333,Andres Torres,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.327,0.049,0.2,0.14,0.188,0.189,0.377,0.172,9,999.0
1334,Jeremy Ciriaco,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.235,0.048,0.244,0.19,0.235,0.238,0.472,0.213,20,999.0
1335,Reidy Mercado,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.305,0.075,0.25,0.181,0.226,0.255,0.482,0.215,35,999.0
1336,Moises Alcala,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.32899999999999996,0.059,0.206,0.145,0.193,0.204,0.397,0.181,10,999.0
1337,Randy Bednar,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.045,0.349,0.098,0.245,0.172,0.218,0.27,0.488,0.217,36,999.0
1338,Lewis Castillo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.045,0.258,0.054,0.217,0.166,0.213,0.221,0.433,0.196,22,999.0
1339,Luis Ogando,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.045,0.33899999999999997,0.068,0.221,0.155,0.202,0.223,0.424,0.192,19,999.0
1340,Chad Castillo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.044000000000000004,0.31,0.104,0.231,0.175,0.221,0.279,0.5,0.222,39,999.0
1341,Brando Mayea,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.34299999999999997,0.061,0.219,0.151,0.198,0.212,0.41,0.186,14,999.0
1342,Luis Garcia,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.306,0.043,0.209,0.147,0.195,0.19,0.385,0.176,8,999.0
1343,Manuel Guance,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.33799999999999997,0.047,0.212,0.144,0.192,0.192,0.384,0.176,7,999.0
1344,Aneudi Escanio,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.363,0.057,0.203,0.134,0.183,0.191,0.374,0.171,4,999.0
1345,Erick Barria,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.28300000000000003,0.041,0.206,0.15,0.198,0.191,0.389,0.178,9,999.0
1346,Edward De La Cruz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.39299999999999996,0.042,0.193,0.12,0.169,0.162,0.331,0.154,-8,999.0
1347,Luis Colon,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.31,0.041,0.209,0.146,0.193,0.186,0.38,0.174,7,999.0
1348,Randy Vasquez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.363,0.053,0.207,0.137,0.185,0.19,0.376,0.172,5,999.0
1349,Eduardo Acevedo,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.314,0.056,0.205,0.147,0.194,0.203,0.397,0.179,14,999.0
1350,Richard Matic,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.045,0.369,0.048,0.202,0.132,0.18,0.179,0.36,0.165,0,999.0
1351,Cristofher Paniagua,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.33399999999999996,0.057,0.216,0.15,0.198,0.207,0.405,0.184,13,999.0
1352,Yohangel Moris,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.444,0.055,0.202,0.118,0.167,0.173,0.341,0.155,-3,999.0
1353,Gabriel Terrero,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.39799999999999996,0.07,0.223,0.142,0.19,0.212,0.402,0.182,12,999.0
1354,Alexander Benua,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.34600000000000003,0.057,0.221,0.15,0.197,0.207,0.404,0.184,12,999.0
1355,Eliesel Santana,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.34700000000000003,0.058,0.21,0.144,0.191,0.201,0.393,0.179,10,999.0
1356,Frandy Duran,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.34600000000000003,0.054,0.204,0.14,0.188,0.194,0.382,0.174,7,999.0
1357,Oswaldo Ladera,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.043,0.397,0.061,0.212,0.134,0.183,0.196,0.379,0.173,6,999.0
1358,Luis Rubio,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.284,0.039,0.198,0.144,0.192,0.183,0.375,0.173,5,999.0
1359,Erick Tejeda,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.354,0.068,0.207,0.143,0.191,0.211,0.402,0.182,12,999.0
1360,Jose Ferrer,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.315,0.061,0.219,0.155,0.202,0.216,0.418,0.189,17,999.0
1361,Fabian Machado,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.045,0.39299999999999996,0.052,0.209,0.131,0.18,0.184,0.364,0.167,1,999.0
1362,Abelaldo Lopez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.42200000000000004,0.06,0.202,0.124,0.173,0.184,0.356,0.163,-1,999.0
1363,Juan Flores,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.044000000000000004,0.273,0.086,0.249,0.19,0.235,0.277,0.512,0.227,42,999.0
1364,Julio Zayas,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.289,0.073,0.201,0.154,0.201,0.226,0.427,0.193,23,999.0
1365,Willy Fanas,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.318,0.07,0.234,0.166,0.213,0.235,0.448,0.201,29,999.0
1366,Bohan Adderley,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.366,0.038,0.203,0.13,0.179,0.168,0.347,0.161,1,999.0
1367,Greylin De La Paz,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.401,0.052,0.205,0.128,0.177,0.179,0.356,0.164,-3,999.0
1368,Nick Gordon,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.045,0.237,0.139,0.287,0.236,0.279,0.375,0.654,0.285,87,750.2
1369,Wilfred Veras,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.049,0.273,0.143,0.303,0.237,0.279,0.38,0.66,0.285,84,999.0
1370,Omari Daniel,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.369,0.071,0.226,0.149,0.197,0.22,0.417,0.188,17,999.0
1371,Juan Villavicencio,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.311,0.049,0.207,0.147,0.195,0.196,0.391,0.179,9,999.0
1372,Johan Rodriguez,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.278,0.048,0.207,0.153,0.201,0.201,0.401,0.183,14,999.0
1373,Jorge Quintana,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.33799999999999997,0.045,0.211,0.142,0.19,0.187,0.377,0.173,6,999.0
1374,Carlos Gutierrez,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.32799999999999996,0.055,0.221,0.154,0.201,0.209,0.41,0.186,16,999.0
1375,Nomar Velasquez,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.261,0.04,0.223,0.167,0.213,0.207,0.42,0.192,20,999.0
1376,Frederi Montero,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.312,0.05,0.206,0.146,0.194,0.196,0.39,0.178,9,999.0
1377,Jonathan Rivero,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.326,0.045,0.201,0.139,0.187,0.184,0.371,0.171,2,999.0
1378,Frank Rodriguez,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.271,0.083,0.221,0.172,0.218,0.255,0.473,0.211,34,999.0
1379,Iverson Espinoza,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.293,0.047,0.219,0.158,0.205,0.205,0.411,0.187,9,999.0
1380,Deward Tovar,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.41,0.065,0.226,0.14,0.189,0.205,0.394,0.179,10,999.0
1381,Zach Watson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.318,0.125,0.271,0.2,0.245,0.325,0.57,0.25,62,999.0
1382,Luis Almeyda,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.325,0.051,0.197,0.138,0.187,0.189,0.376,0.172,8,999.0
1383,Junior Aybar,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.049,0.368,0.055,0.213,0.14,0.188,0.194,0.383,0.175,9,999.0
1384,Kelvin Diaz,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.35100000000000003,0.047,0.201,0.134,0.183,0.181,0.364,0.167,3,999.0
1385,Henniel Alcala,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.318,0.052,0.195,0.139,0.188,0.191,0.379,0.172,8,999.0
1386,Angel Cepeda,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.33399999999999996,0.045,0.219,0.149,0.197,0.194,0.391,0.179,13,999.0
1387,Robin Ortiz,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.369,0.058,0.215,0.142,0.19,0.199,0.39,0.176,11,999.0
1388,Martin Gonzalez,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.409,0.039,0.211,0.125,0.175,0.164,0.339,0.157,1,999.0
1389,Deuri Castillo,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.402,0.032,0.203,0.121,0.171,0.153,0.324,0.151,-3,999.0
1390,Ricardo Pena,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.32799999999999996,0.059,0.208,0.146,0.195,0.205,0.4,0.182,12,999.0
1391,Moises Lopez,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.41200000000000003,0.068,0.212,0.133,0.182,0.201,0.383,0.174,7,999.0
1392,Jayson Bass,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.314,0.057,0.223,0.159,0.206,0.215,0.421,0.191,19,999.0
1393,Pedro Castellanos,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.24,0.131,0.28,0.23,0.273,0.36,0.633,0.276,79,999.0
1394,Andy Lugo,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.254,0.085,0.273,0.211,0.255,0.296,0.551,0.244,50,999.0
1395,Brooks Brannon,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.049,0.32,0.091,0.239,0.174,0.221,0.265,0.485,0.216,30,999.0
1396,Harry Owen,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.27399999999999997,0.072,0.22,0.168,0.215,0.241,0.456,0.205,26,999.0
1397,Cesar Hernandez,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.282,0.069,0.239,0.178,0.224,0.247,0.472,0.212,34,999.0
1398,Bryson Horne,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.051,0.32,0.109,0.291,0.208,0.252,0.317,0.569,0.25,56,999.0
1399,Kevin Richards,ATH,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.28600000000000003,0.095,0.247,0.188,0.234,0.284,0.518,0.23,49,999.0
1400,Kade Kern,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.32899999999999996,0.085,0.245,0.174,0.22,0.259,0.479,0.214,32,999.0
1401,Christopher Alvarado,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.275,0.041,0.217,0.159,0.207,0.2,0.406,0.186,9,999.0
1402,Daniel Jose Lopez,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.313,0.063,0.231,0.165,0.212,0.228,0.44,0.199,19,999.0
1403,Yendry Rojas,SDP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.302,0.039,0.198,0.14,0.189,0.179,0.369,0.17,8,999.0
1404,Vladimir Asencio,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.371,0.05,0.202,0.132,0.181,0.182,0.363,0.167,-5,999.0
1405,Donovan McIntyre,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.413,0.051,0.203,0.123,0.174,0.175,0.348,0.161,0,999.0
1406,Alexander Garcia,SDP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.40299999999999997,0.058,0.214,0.133,0.183,0.192,0.375,0.171,9,999.0
1407,Jhosmmel Zue,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.377,0.065,0.205,0.135,0.184,0.2,0.384,0.174,2,999.0
1408,Manny Rodriguez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.309,0.112,0.279,0.203,0.248,0.315,0.564,0.248,57,999.0
1409,Osiris Johnson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.049,0.249,0.091,0.244,0.195,0.24,0.286,0.526,0.234,47,999.0
1410,Nicolas Torres,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.243,0.067,0.255,0.198,0.243,0.265,0.508,0.227,43,999.0
1411,Cristopher Barete,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.049,0.28,0.071,0.246,0.184,0.23,0.255,0.485,0.216,35,999.0
1412,Victor Mesia,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.318,0.07,0.218,0.157,0.205,0.227,0.432,0.195,21,999.0
1413,Dauri Lorenzo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.244,0.061,0.236,0.183,0.23,0.245,0.475,0.213,33,999.0
1414,Kemp Alderman,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.285,0.097,0.255,0.193,0.239,0.29,0.529,0.234,45,999.0
1415,Chase Luttrell,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.049,0.295,0.094,0.24,0.18,0.227,0.275,0.501,0.222,39,999.0
1416,Carlos Luis,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0.242,0.089,0.259,0.206,0.251,0.295,0.546,0.242,53,999.0
1417,Starlin Gill,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.252,0.054,0.221,0.169,0.216,0.223,0.439,0.199,23,999.0
1418,Kliubert Avila,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.353,0.058,0.205,0.139,0.188,0.197,0.385,0.176,8,999.0
1419,Deinys Gonzalez,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.044000000000000004,0.354,0.055,0.192,0.13,0.18,0.185,0.364,0.167,5,999.0
1420,Rikelbin De Castro,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.29,0.059,0.225,0.164,0.211,0.223,0.434,0.196,22,999.0
1421,Erick Lara,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.32299999999999995,0.045,0.21,0.145,0.194,0.19,0.384,0.176,12,999.0
1422,Carlos Sanchez,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.314,0.055,0.197,0.142,0.19,0.196,0.387,0.176,6,999.0
1423,Kevin Sim,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.29,0.089,0.251,0.187,0.233,0.276,0.51,0.227,41,999.0
1424,Cristian Arguelles,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.204,0.056,0.221,0.182,0.229,0.239,0.467,0.211,18,999.0
1425,Darol Garcia,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.298,0.045,0.217,0.155,0.203,0.2,0.403,0.184,13,999.0
1426,Samil De La Rosa,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.045,0.292,0.049,0.208,0.151,0.2,0.2,0.4,0.183,12,999.0
1427,Matheus Lelis,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.332,0.042,0.185,0.127,0.177,0.17,0.347,0.16,-3,999.0
1428,Jhon Diaz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.045,0.3,0.042,0.214,0.152,0.2,0.194,0.394,0.18,11,999.0
1429,Denyerbe Gervis,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.29600000000000004,0.043,0.211,0.151,0.199,0.194,0.393,0.18,10,999.0
1430,Alfonzo Martinez,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.353,0.064,0.221,0.151,0.199,0.215,0.414,0.188,20,999.0
1431,Dakota Kotowski,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.391,0.097,0.238,0.158,0.206,0.255,0.461,0.206,28,999.0
1432,Miguel Fabrizio,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.32299999999999995,0.077,0.231,0.165,0.212,0.242,0.454,0.204,27,999.0
1433,Erison Placencia,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.32799999999999996,0.062,0.246,0.169,0.216,0.232,0.448,0.202,26,999.0
1434,Reyden Hidalgo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.22699999999999998,0.04,0.211,0.165,0.213,0.205,0.418,0.191,18,999.0
1435,Ryan Holgate,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.32299999999999995,0.085,0.233,0.169,0.216,0.253,0.469,0.21,31,999.0
1436,Jesus Abreu,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.402,0.041,0.197,0.12,0.17,0.16,0.331,0.154,-10,999.0
1437,Jose Contreras,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.369,0.062,0.213,0.142,0.19,0.204,0.394,0.178,13,999.0
1438,Tommy Stevenson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.365,0.094,0.229,0.158,0.206,0.252,0.459,0.205,27,999.0
1439,Yordani Martinez,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.045,0.305,0.038,0.199,0.139,0.188,0.177,0.366,0.169,1,999.0
1440,Jhonny Piron,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.353,0.061,0.207,0.141,0.19,0.202,0.391,0.178,9,999.0
1441,Danny Puerta,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.33399999999999996,0.052,0.208,0.144,0.192,0.195,0.388,0.177,9,999.0
1442,Moises Molero,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.33399999999999996,0.048,0.211,0.144,0.193,0.192,0.385,0.176,8,999.0
1443,Andres Centeno,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.4,0.06,0.209,0.132,0.181,0.191,0.373,0.17,4,999.0
1444,Daniel Gaitor,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.418,0.056,0.215,0.13,0.18,0.186,0.366,0.168,2,999.0
1445,Bernardo Zabala,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.31,0.059,0.192,0.14,0.189,0.199,0.388,0.177,8,999.0
1446,Faruk De La Cruz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.049,0.316,0.044,0.195,0.137,0.186,0.181,0.367,0.169,3,999.0
1447,Danny Gonzalez,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.385,0.061,0.203,0.132,0.182,0.193,0.375,0.171,2,999.0
1448,Luis Bolivar,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.431,0.042,0.207,0.119,0.17,0.161,0.331,0.154,-8,999.0
1449,Randy De Jesus,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047,0.336,0.104,0.266,0.189,0.235,0.292,0.527,0.233,46,999.0
1450,Aaron Schunk,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.051,0.237,0.128,0.307,0.246,0.288,0.374,0.662,0.288,70,744.2
1451,Abel Bastidas,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.278,0.061,0.226,0.168,0.215,0.228,0.443,0.199,25,999.0
1452,Josueth Quinonez,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.045,0.251,0.056,0.213,0.166,0.214,0.222,0.436,0.197,22,999.0
